buld_nm,승강기번호,주소,고장,고장일자,,sido,sigungu,buld_nm,,,,,,,,
신기육교,570-02619,"전라북도 익산시 황등면 황등3길 37 , 신기육교 ",Y,2011.8.27,,전라북도,익산시,황등면,신기육교,,,,,,,
정관온천(주),619-01194,부산광역시 기장군 정관면 정관8로 16-5 ,Y,2014.10.18,,부산광역시,기장군,정관면,,,,,,,,
당산동신동아파밀리에아파트,150-05474,서울특별시 영등포구 영신로33길 3 (당산동1가),Y,2008.7.20,,서울특별시,영등포구,영신로33길,,,,,,,,
부사공빌딩,339-00399,세종특별자치시  조치원읍 행복8길 3 ,Y,2010.9.14,,세종특별자치시,조치원읍,행복8길,,,,,,,,
부사공빌딩,339-00399,세종특별자치시  조치원읍 행복8길 3 ,Y,2012.3.13,,세종특별자치시,조치원읍,행복8길,,,,,,,,
부사공빌딩,339-00399,세종특별자치시  조치원읍 행복8길 3 ,Y,2013.6.17,,세종특별자치시,조치원읍,행복8길,,,,,,,,
대우송도호텔,406-02685,인천광역시 연수구 컨벤시아대로 153 (송도동),Y,2012.3.3,,인천광역시,연수구,컨벤시아대로,,,,,,,,
호남지방통계청전주사무소,560-04429,전라북도 전주시 완산구 우전로 238 (효자동2가),Y,2013.5.2,,전라북도,전주시,완산구,,,,,,,,
인덕빌딩,704-05482,대구광역시 달서구 월서로 20 인덕빌딩  (상인동),Y,2011.9.15,,대구광역시,달서구,월서로,,,,,,,,
한남육교,306-01768,대전 대덕구 오정동 한남고가차도 ,Y,2013.6.15,,대전,대덕구,오정동,,,,,,,,
HN메디타워,506-03633,광주광역시 광산구 임방울대로 784 (월계동),Y,2014.4.16,,광주광역시,광산구,임방울대로,,,,,,,,
대학생성경읽기선교회,121-04260,서울특별시 마포구 와우산로24길 19 (창전동),Y,2011.12.16,,서울특별시,마포구,와우산로24길,,,,,,,,
재미슨타워,361-04637,충청북도 청주시 서원구 사직대로 115 (사창동),Y,2011.9.20,,충청북도,청주시,서원구,,,,,,,,
한밭캠퍼스빌,306-01638,대전광역시 대덕구 한밭대로 1158 (중리동),Y,2011.7.30,,대전광역시,대덕구,한밭대로,,,,,,,,
목동트라팰리스(주거),158-03808,서울특별시 양천구 오목로 299 (목동),Y,2016.1.1,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03813,서울특별시 양천구 오목로 299 (목동),Y,2014.8.14,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03808,서울특별시 양천구 오목로 299 (목동),Y,2014.12.1,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03808,서울특별시 양천구 오목로 299 (목동),Y,2014.9.19,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03813,서울특별시 양천구 오목로 299 (목동),Y,2014.10.24,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03787,서울특별시 양천구 오목로 299 (목동),Y,2014.9.16,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03813,서울특별시 양천구 오목로 299 (목동),Y,2014.8.31,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03809,서울특별시 양천구 오목로 299 (목동),Y,2014.10.17,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03788,서울특별시 양천구 오목로 299 (목동),Y,2014.8.24,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03808,서울특별시 양천구 오목로 299 (목동),Y,2014.7.18,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03812,서울특별시 양천구 오목로 299 (목동),Y,2014.12.9,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03813,서울특별시 양천구 오목로 299 (목동),Y,2014.7.15,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03807,서울특별시 양천구 오목로 299 (목동),Y,2014.10.6,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03797,서울특별시 양천구 오목로 299 (목동),Y,2014.10.27,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03797,서울특별시 양천구 오목로 299 (목동),Y,2014.10.28,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03814,서울특별시 양천구 오목로 299 (목동),Y,2014.10.31,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03787,서울특별시 양천구 오목로 299 (목동),Y,2014.9.22,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03787,서울특별시 양천구 오목로 299 (목동),Y,2014.7.18,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03809,서울특별시 양천구 오목로 299 (목동),Y,2014.12.24,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03810,서울특별시 양천구 오목로 299 (목동),Y,2014.3.8,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03813,서울특별시 양천구 오목로 299 (목동),Y,2014.4.15,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03814,서울특별시 양천구 오목로 299 (목동),Y,2014.3.14,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03812,서울특별시 양천구 오목로 299 (목동),Y,2014.5.7,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03812,서울특별시 양천구 오목로 299 (목동),Y,2014.3.27,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03809,서울특별시 양천구 오목로 299 (목동),Y,2014.4.21,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03806,서울특별시 양천구 오목로 299 (목동),Y,2014.3.14,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03814,서울특별시 양천구 오목로 299 (목동),Y,2014.6.2,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03808,서울특별시 양천구 오목로 299 (목동),Y,2014.2.13,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03812,서울특별시 양천구 오목로 299 (목동),Y,2014.3.6,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03797,서울특별시 양천구 오목로 299 (목동),Y,2014.6.22,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03798,서울특별시 양천구 오목로 299 (목동),Y,2016.5.22,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03810,서울특별시 양천구 오목로 299 (목동),Y,2016.5.31,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03810,서울특별시 양천구 오목로 299 (목동),Y,2013.10.22,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03826,서울특별시 양천구 오목로 299 (목동),Y,2013.11.16,,서울특별시,양천구,오목로,,,,,,,,
목동트라팰리스(주거),158-03787,서울특별시 양천구 오목로 299 (목동),Y,2013.12.3,,서울특별시,양천구,오목로,,,,,,,,
동진메디칼,642-03943,경상남도 창원시 성산구 가양로124번길 17-16  (대방동),Y,2014.7.25,,경상남도,창원시,성산구,,,,,,,,
신당타워,133-02713,서울특별시 성동구 광나루로 204 (성수동2가),Y,2016.3.4,,서울특별시,성동구,광나루로,,,,,,,,
신당타워,133-02713,서울특별시 성동구 광나루로 204 (성수동2가),Y,2014.7.31,,서울특별시,성동구,광나루로,,,,,,,,
김훈신경외과,380-01395,충청북도 충주시 탄금대로 140 (봉방동),Y,2015.3.11,,충청북도,충주시,탄금대로,,,,,,,,
가오동우체국,300-01898,대전광역시 동구 동구청로 117 (가오동),Y,2012.1.5,,대전광역시,동구,동구청로,,,,,,,,
온종합병원,614-03927,부산광역시 부산진구 가야대로 721 (당감동),Y,2015.10.25,,부산광역시,부산진구,가야대로,,,,,,,,
리챠드프로헤어,330-06677,충청남도 천안시 동남구 서부대로 273 (신방동),Y,2011.9.15,,충청남도,천안시,동남구,,,,,,,,
구미구평휴먼시아,730-04333,경상북도 구미시 인동54길 25 (구평동，휴먼시아),Y,2011.9.15,,경상북도,구미시,인동54길,,,,,,,,
수송타워,704-05942,대구광역시 달서구 달구벌대로 1686 (두류동),Y,2013.6.20,,대구광역시,달서구,달구벌대로,,,,,,,,
수송타워,704-05942,대구광역시 달서구 달구벌대로 1686 (두류동),Y,2013.1.10,,대구광역시,달서구,달구벌대로,,,,,,,,
성안동청풍리버빌,681-01706,"울산광역시 중구 성안8길 42  (성안동, 청풍리버빌)",Y,2013.1.6,,울산광역시,중구,성안8길,,,,,,,,
예다인1002동,368-00258,충청북도 증평군 증평읍 충청대로 1758 ,Y,2014.8.14,,충청북도,증평군,증평읍,,,,,,,,
솔빛육교,506-02832,광주 광산구 수완동 907공 ,Y,2013.5.14,,광주,광산구,수완동,,,,,,,,
구미시새마을회,730-03665,경상북도 구미시 백산로 211 (송정동),Y,2011.7.12,,경상북도,구미시,백산로,,,,,,,,
논산내동성당,320-00748,충청남도 논산시 중앙로 180-10 (내동),Y,2014.8.12,,충청남도,논산시,중앙로,,,,,,,,
신부휴먼시아아파트,330-06335,충청남도 천안시 동남구 천안천8길 45 (신부동),Y,2016.4.2,,충청남도,천안시,동남구,,,,,,,,
신부휴먼시아아파트,330-06338,충청남도 천안시 동남구 천안천8길 45 (신부동),Y,2012.5.15,,충청남도,천안시,동남구,,,,,,,,
신부휴먼시아아파트,330-06344,충청남도 천안시 동남구 천안천8길 45 (신부동),Y,2013.7.26,,충청남도,천안시,동남구,,,,,,,,
평창군문화복지센터,232-00391,강원도 평창군 평창읍 평창중앙로 67 ,Y,2011.9.6,,강원도,평창군,평창읍,,,,,,,,
메트로시티,630-01711,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),Y,2014.7.28,,경상남도,창원시,마산회원구,,,,,,,,
메트로시티,630-01678,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),Y,2014.10.7,,경상남도,창원시,마산회원구,,,,,,,,
메트로시티,630-01674,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),Y,2014.7.9,,경상남도,창원시,마산회원구,,,,,,,,
메트로시티,630-01678,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),Y,2014.9.27,,경상남도,창원시,마산회원구,,,,,,,,
메트로시티,630-01678,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),Y,2014.8.13,,경상남도,창원시,마산회원구,,,,,,,,
메트로시티,630-01663,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),Y,2014.10.30,,경상남도,창원시,마산회원구,,,,,,,,
메트로시티,630-01668,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),Y,2015.2.24,,경상남도,창원시,마산회원구,,,,,,,,
메트로시티,630-01668,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),Y,2015.2.12,,경상남도,창원시,마산회원구,,,,,,,,
메트로시티,630-01678,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),Y,2014.8.13,,경상남도,창원시,마산회원구,,,,,,,,
메트로시티,630-01668,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),Y,2015.2.7,,경상남도,창원시,마산회원구,,,,,,,,
메트로시티,630-01677,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),Y,2015.3.3,,경상남도,창원시,마산회원구,,,,,,,,
메트로시티,630-01678,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),Y,2015.2.28,,경상남도,창원시,마산회원구,,,,,,,,
메트로시티,630-01677,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),Y,2015.2.27,,경상남도,창원시,마산회원구,,,,,,,,
메트로시티,630-01677,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),Y,2015.1.25,,경상남도,창원시,마산회원구,,,,,,,,
메트로시티,630-01672,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),Y,2014.9.29,,경상남도,창원시,마산회원구,,,,,,,,
메트로시티,630-01677,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),Y,2012.9.2,,경상남도,창원시,마산회원구,,,,,,,,
메트로시티,630-01682,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),Y,2014.6.9,,경상남도,창원시,마산회원구,,,,,,,,
메트로시티,630-01678,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),Y,2014.4.5,,경상남도,창원시,마산회원구,,,,,,,,
메트로시티,630-01682,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),Y,2014.5.21,,경상남도,창원시,마산회원구,,,,,,,,
메트로시티,630-01681,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),Y,2014.4.26,,경상남도,창원시,마산회원구,,,,,,,,
메트로시티,630-01678,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),Y,2014.4.11,,경상남도,창원시,마산회원구,,,,,,,,
강남병원,730-04656,경상북도 구미시 금오시장로2길 21 (원평동),Y,2011.11.5,,경상북도,구미시,금오시장로2길,,,,,,,,
강남병원,730-04393,경상북도 구미시 금오시장로2길 21 (원평동),Y,2010.7.23,,경상북도,구미시,금오시장로2길,,,,,,,,
강남병원,730-04656,경상북도 구미시 금오시장로2길 21 (원평동),Y,2012.4.12,,경상북도,구미시,금오시장로2길,,,,,,,,
서울영희초교공영주차장,135-14316,서울특별시 강남구 일원로 21 (일원동),Y,2014.6.29,,서울특별시,강남구,일원로,,,,,,,,
황솔촌,506-03669,광주광역시 광산구 장신로19번안길 23 (장덕동),Y,2012.3.12,,광주광역시,광산구,장신로19번안길,,,,,,,,
오송대원칸타빌아파트,363-01385,충청북도 청주시 흥덕구 오송읍 연제만수길 17 ,Y,2017.6.22,,충청북도,청주시,흥덕구,,,,,,,,
오송대원칸타빌아파트,363-01385,충청북도 청주시 흥덕구 오송읍 연제만수길 17 ,Y,2017.7.2,,충청북도,청주시,흥덕구,,,,,,,,
오송대원칸타빌아파트,363-01388,충청북도 청주시 흥덕구 오송읍 연제만수길 17 ,Y,2017.2.28,,충청북도,청주시,흥덕구,,,,,,,,
프리빌리지2차아파트,642-04641,"경상남도 창원시 성산구 창원대로1209번길 22  (성주동, 프리빌리지2차)",Y,2012.7.30,,경상남도,창원시,성산구,프리빌리지2차),,,,,,,
보은뜰안아파트,376-00102,충청북도 보은군 보은읍 교사1길 6 ,Y,2016.1.3,,충청북도,보은군,보은읍,,,,,,,,
크레앙스빌딩,140-03008,서울특별시 용산구 이촌로64길 24 (이촌동),Y,2011.1.22,,서울특별시,용산구,이촌로64길,,,,,,,,
크레앙스빌딩,140-03008,서울특별시 용산구 이촌로64길 24 (이촌동),Y,2011.11.4,,서울특별시,용산구,이촌로64길,,,,,,,,
크레앙스빌딩,140-03008,서울특별시 용산구 이촌로64길 24 (이촌동),Y,2011.12.4,,서울특별시,용산구,이촌로64길,,,,,,,,
크레앙스빌딩,140-03008,서울특별시 용산구 이촌로64길 24 (이촌동),Y,2011.10.31,,서울특별시,용산구,이촌로64길,,,,,,,,
크레앙스빌딩,140-03008,서울특별시 용산구 이촌로64길 24 (이촌동),Y,2011.8.8,,서울특별시,용산구,이촌로64길,,,,,,,,
크레앙스빌딩,140-03008,서울특별시 용산구 이촌로64길 24 (이촌동),Y,2011.10.11,,서울특별시,용산구,이촌로64길,,,,,,,,
죽곡창대교회,711-01238,대구광역시 달성군 다사읍 대실역북로2길 164 ,Y,2011.1.9,,대구광역시,달성군,다사읍,,,,,,,,
호반베르디움5단지아파트,446-04448,경기도 용인시 기흥구 흥덕1로79번길 37 (영덕동),Y,2016.1.12,,경기도,용인시,기흥구,,,,,,,,
호반베르디움5단지아파트,446-04447,경기도 용인시 기흥구 흥덕1로79번길 37 (영덕동),Y,2016.5.17,,경기도,용인시,기흥구,,,,,,,,
만천초등학교,200-02504,강원도 춘천시 동면 후석로326번길 89 ,Y,2011.3.12,,강원도,춘천시,동면,,,,,,,,
천안예사랑교회,330-06684,충청남도 천안시 동남구 통정2길 6-27 (신방동),Y,2010.8.21,,충청남도,천안시,동남구,,,,,,,,
지사휴먼시아아파트,618-00879,부산광역시 강서구 과학산단2로20번길 35 (지사동),Y,2016.5.31,,부산광역시,강서구,과학산단2로20번길,,,,,,,,
지사휴먼시아아파트,618-00879,부산광역시 강서구 과학산단2로20번길 35 (지사동),Y,2015.3.25,,부산광역시,강서구,과학산단2로20번길,,,,,,,,
덕이지구 보도육교(3),411-06178,경기 고양시 일산서구 덕이동 582-6 ,Y,2015.8.7,,경기,고양시,일산서구,,,,,,,,
예채빌,745-00311,경상북도 문경시 중앙6길 43-1 (점촌동),Y,2011.7.22,,경상북도,문경시,중앙6길,,,,,,,,
시크릿모텔,339-00646,세종특별자치시  조치원읍 조치원3길 38 ,Y,2013.7.9,,세종특별자치시,조치원읍,조치원3길,,,,,,,,
서강해모로아파트,121-03447,서울특별시 마포구 토정로 167 (창전동),Y,2014.8.25,,서울특별시,마포구,토정로,,,,,,,,
서강해모로아파트,121-03450,서울특별시 마포구 토정로 167 (창전동),Y,2009.3.10,,서울특별시,마포구,토정로,,,,,,,,
서강해모로아파트,121-03449,서울특별시 마포구 토정로 167 (창전동),Y,2009.6.8,,서울특별시,마포구,토정로,,,,,,,,
유성빌딩,730-04185,경상북도 구미시 백산로 68 (송정동),Y,2011.9.15,,경상북도,구미시,백산로,,,,,,,,
하영빌딩,157-05414,서울특별시 강서구 화곡로 192 (화곡동),Y,2011.4.8,,서울특별시,강서구,화곡로,,,,,,,,
한국해운조합목포지부(목포연안),530-02110,전라남도 목포시 해안로 182 (항동),Y,2012.11.7,,전라남도,목포시,해안로,,,,,,,,
한국해운조합목포지부(목포연안),530-02109,전라남도 목포시 해안로 182 (항동),Y,2011.2.22,,전라남도,목포시,해안로,,,,,,,,
한국해운조합목포지부(목포연안),530-02110,전라남도 목포시 해안로 182 (항동),Y,2010.12.25,,전라남도,목포시,해안로,,,,,,,,
한국해운조합목포지부(목포연안),530-02109,전라남도 목포시 해안로 182 (항동),Y,2010.5.13,,전라남도,목포시,해안로,,,,,,,,
백현마을7단지,463-06788,경기도 성남시 분당구 판교역로 98 (백현동),Y,2015.12.28,,경기도,성남시,분당구,,,,,,,,
충청지방통계청청주사무소,361-04585,충청북도 청주시 흥덕구 덕암로17번길 10 (봉명동),Y,2012.7.5,,충청북도,청주시,흥덕구,,,,,,,,
드림빌딩,361-04586,충청북도 청주시 서원구 분평로 36 (분평동),Y,2015.7.31,,충청북도,청주시,서원구,,,,,,,,
드림빌딩,361-04586,충청북도 청주시 서원구 분평로 36 (분평동),Y,2015.7.3,,충청북도,청주시,서원구,,,,,,,,
노형빌딩,690-02902,"제주특별자치도 제주시 수덕로 79 (노형동, 노형빌딩 )",Y,2014.7.26,,제주특별자치도,제주시,수덕로,),,,,,,,
대성타워,152-02966,서울특별시 구로구 경인로40길 23 (개봉동),Y,2011.1.10,,서울특별시,구로구,경인로40길,,,,,,,,
서울상암1단지휴먼시아,121-04059,서울특별시 마포구 월드컵북로43길 11 (상암동),Y,2012.1.21,,서울특별시,마포구,월드컵북로43길,,,,,,,,
청당주공버들마을아파트,330-06425,충청남도 천안시 동남구 청수14로 29 (청당동),Y,2015.12.23,,충청남도,천안시,동남구,,,,,,,,
청당주공버들마을아파트,330-06424,충청남도 천안시 동남구 청수14로 29 (청당동),Y,2012.6.27,,충청남도,천안시,동남구,,,,,,,,
청당주공버들마을아파트,330-06424,충청남도 천안시 동남구 청수14로 29 (청당동),Y,2011.3.18,,충청남도,천안시,동남구,,,,,,,,
청당주공버들마을아파트,330-06439,충청남도 천안시 동남구 청수14로 29 (청당동),Y,2010.6.5,,충청남도,천안시,동남구,,,,,,,,
북한산힐스테이트7차(분양),122-03299,서울특별시 은평구 통일로 796 (불광동，북한산 힐스테이트 7차),Y,2014.8.25,,서울특별시,은평구,통일로,7차),,,,,,,
북한산힐스테이트7차(분양),122-03363,서울특별시 은평구 통일로 796 (불광동，북한산 힐스테이트 7차),Y,2011.8.13,,서울특별시,은평구,통일로,7차),,,,,,,
진해도서관,645-01470,경상남도 창원시 진해구 충장로 141 (여좌동),Y,2013.11.12,,경상남도,창원시,진해구,,,,,,,,
에이스프라자빌딩,405-04735,인천광역시 남동구 논현로26번길 6 (논현동),Y,2011.7.13,,인천광역시,남동구,논현로26번길,,,,,,,,
진달래빌,331-06484,충청남도 천안시 서북구 오성3길 12-8 (두정동),Y,2012.10.14,,충청남도,천안시,서북구,,,,,,,,
올림픽파크힐,134-02975,서울특별시 강동구 성안로 18 (성내동),Y,2011.4.19,,서울특별시,강동구,성안로,,,,,,,,
스카이빌딩,561-02227,전라북도 전주시 덕진구 송천중앙로 154 (송천동1가),Y,2012.1.11,,전라북도,전주시,덕진구,,,,,,,,
대송빌딩,157-04883,서울특별시 강서구 국회대로7길 195 (화곡동),Y,2010.3.31,,서울특별시,강서구,국회대로7길,,,,,,,,
아느칸빌3차,681-01871,울산광역시 중구 서원3길 62 (복산동),Y,2012.10.24,,울산광역시,중구,서원3길,,,,,,,,
꿈의숲아트센터,142-01667,서울특별시 강북구 월계로 173 (번동),Y,2012.2.19,,서울특별시,강북구,월계로,,,,,,,,
서귀포산업과학고등학교,697-00744,제주특별자치도 서귀포시 516로 501  (상효동),Y,2013.6.15,,제주특별자치도,서귀포시,516로,,,,,,,,
도성프라미스아파트,269-00089,강원도 철원군 갈말읍 명성로139번길 43 ,Y,2010.5.15,,강원도,철원군,갈말읍,,,,,,,,
논산취암리슈빌,320-00657,충청남도 논산시 번영로29번길 10 (취암동),Y,2013.7.31,,충청남도,논산시,번영로29번길,,,,,,,,
논산취암리슈빌,320-00656,충청남도 논산시 번영로29번길 10 (취암동),Y,2013.3.6,,충청남도,논산시,번영로29번길,,,,,,,,
청주내덕노인복지관,360-02236,충청북도 청주시 청원구 충청대로62번길 1-18 (내덕동),Y,2011.9.15,,충청북도,청주시,청원구,,,,,,,,
마이구미멀티복합상가,730-03418,경상북도 구미시 구미중앙로 44 (원평동),Y,2011.9.15,,경상북도,구미시,구미중앙로,,,,,,,,
영덕VIP원룸,766-00059,경상북도 영덕군 영덕읍 미듬길 10 ,Y,2013.1.10,,경상북도,영덕군,영덕읍,,,,,,,,
영덕VIP원룸,766-00059,경상북도 영덕군 영덕읍 미듬길 10 ,Y,2011.12.23,,경상북도,영덕군,영덕읍,,,,,,,,
청주산남유승한내들아파트,361-03547,충청북도 청주시 서원구 두꺼비로 109 (산남동),Y,2015.7.9,,충청북도,청주시,서원구,,,,,,,,
메가박스(주)구미강동지점,730-03172,경상북도 구미시 인동가산로 14 (진평동),Y,2012.1.26,,경상북도,구미시,인동가산로,,,,,,,,
아이플렉스,405-03974,인천광역시 남동구 논고개로123번길 17  (논현동),Y,2010.6.23,,인천광역시,남동구,논고개로123번길,,,,,,,,
아이플렉스,405-03936,인천광역시 남동구 논고개로123번길 17  (논현동),Y,2011.9.15,,인천광역시,남동구,논고개로123번길,,,,,,,,
휘슬러빌,331-02252,충청남도 천안시 서북구 오성로 15 (두정동),Y,2013.9.26,,충청남도,천안시,서북구,,,,,,,,
천안세인트요양병원,330-05843,충청남도 천안시 동남구 구성2길 11 (구성동),Y,2012.5.27,,충청남도,천안시,동남구,,,,,,,,
힐파크,404-03171,인천광역시 서구 검암로9번길 4-10  (검암동),Y,2010.12.16,,인천광역시,서구,검암로9번길,,,,,,,,
주식회사 에스엠티,331-03861,충청남도 천안시 서북구 직산읍 남산2길 236 ,Y,2012.1.18,,충청남도,천안시,서북구,,,,,,,,
화성파크드림이스트밸리,701-01946,대구광역시 동구 송라로10길 34 (신천동),Y,2011.1.1,,대구광역시,동구,송라로10길,,,,,,,,
아름마을휴먼시아2단지아파트,506-03329,광주광역시 광산구 수등로123번길 22 (신가동),Y,2010.12.5,,광주광역시,광산구,수등로123번길,,,,,,,,
남산골프랜드,380-01482,충청북도 충주시 안림로 256  (안림동),Y,2010.7.9,,충청북도,충주시,안림로,,,,,,,,
빅토리아,712-02168,경상북도 경산시 진량읍 공단5로4길 51 ,Y,2012.4.22,,경상북도,경산시,진량읍,,,,,,,,
진천역계룡리슈빌,704-05905,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",Y,2016.1.13,,대구광역시,달서구,진천로,계룡,리슈빌),,,,,,
진천역계룡리슈빌,704-05900,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",Y,2016.1.26,,대구광역시,달서구,진천로,계룡,리슈빌),,,,,,
진천역계룡리슈빌,704-05900,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",Y,2015.2.3,,대구광역시,달서구,진천로,계룡,리슈빌),,,,,,
진천역계룡리슈빌,704-05903,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",Y,2014.9.18,,대구광역시,달서구,진천로,계룡,리슈빌),,,,,,
진천역계룡리슈빌,704-05905,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",Y,2015.4.14,,대구광역시,달서구,진천로,계룡,리슈빌),,,,,,
진천역계룡리슈빌,704-05906,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",Y,2011.10.13,,대구광역시,달서구,진천로,계룡,리슈빌),,,,,,
진천역계룡리슈빌,704-05901,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",Y,2014.1.10,,대구광역시,달서구,진천로,계룡,리슈빌),,,,,,
진천역계룡리슈빌,704-05906,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",Y,2013.11.21,,대구광역시,달서구,진천로,계룡,리슈빌),,,,,,
진천역계룡리슈빌,704-05901,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",Y,2013.11.20,,대구광역시,달서구,진천로,계룡,리슈빌),,,,,,
진천역계룡리슈빌,704-05895,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",Y,2013.10.25,,대구광역시,달서구,진천로,계룡,리슈빌),,,,,,
진천역계룡리슈빌,704-05894,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",Y,2012.12.3,,대구광역시,달서구,진천로,계룡,리슈빌),,,,,,
진천역계룡리슈빌,704-05903,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",Y,2011.1.27,,대구광역시,달서구,진천로,계룡,리슈빌),,,,,,
진천역계룡리슈빌,704-05904,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",Y,2011.11.14,,대구광역시,달서구,진천로,계룡,리슈빌),,,,,,
진천역계룡리슈빌,704-05894,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",Y,2011.11.15,,대구광역시,달서구,진천로,계룡,리슈빌),,,,,,
진천역계룡리슈빌,704-05906,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",Y,2012.11.14,,대구광역시,달서구,진천로,계룡,리슈빌),,,,,,
진천역계룡리슈빌,704-05901,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",Y,2012.11.2,,대구광역시,달서구,진천로,계룡,리슈빌),,,,,,
진천역계룡리슈빌,704-05961,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",Y,2011.12.15,,대구광역시,달서구,진천로,계룡,리슈빌),,,,,,
진천역계룡리슈빌,704-05906,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",Y,2011.9.2,,대구광역시,달서구,진천로,계룡,리슈빌),,,,,,
진천역계룡리슈빌,704-05906,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",Y,2011.9.15,,대구광역시,달서구,진천로,계룡,리슈빌),,,,,,
진천역계룡리슈빌,704-05901,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",Y,2011.9.15,,대구광역시,달서구,진천로,계룡,리슈빌),,,,,,
