buld_nm,승강기번호,주소,고장,고장일자,,sido,sigungu,buld_nm,,,,,,,,
IFC,150-07136,서울특별시 영등포구 국제금융로 10  (여의도동),Y,2015.6.27,,서울특별시,영등포구,국제금융로,,,,,,,,
하남금호타운,506-00656,광주광역시 광산구 월곡산정로 80 (월곡동),Y,2014.6.23,,광주광역시,광산구,월곡산정로,,,,,,,,
하남금호타운,506-00634,광주광역시 광산구 월곡산정로 80 (월곡동),Y,2014.6.23,,광주광역시,광산구,월곡산정로,,,,,,,,
하남금호타운,506-00664,광주광역시 광산구 월곡산정로 80 (월곡동),Y,2014.6.23,,광주광역시,광산구,월곡산정로,,,,,,,,
하남금호타운,506-00635,광주광역시 광산구 월곡산정로 80 (월곡동),Y,2014.8.24,,광주광역시,광산구,월곡산정로,,,,,,,,
하남금호타운,506-00634,광주광역시 광산구 월곡산정로 80 (월곡동),Y,2012.6.12,,광주광역시,광산구,월곡산정로,,,,,,,,
하남금호타운,506-00674,광주광역시 광산구 월곡산정로 80 (월곡동),Y,2010.6.16,,광주광역시,광산구,월곡산정로,,,,,,,,
하남금호타운,506-00634,광주광역시 광산구 월곡산정로 80 (월곡동),Y,2010.5.17,,광주광역시,광산구,월곡산정로,,,,,,,,
하남금호타운,506-00645,광주광역시 광산구 월곡산정로 80 (월곡동),Y,2012.7.26,,광주광역시,광산구,월곡산정로,,,,,,,,
하남금호타운,506-00659,광주광역시 광산구 월곡산정로 80 (월곡동),Y,2011.8.22,,광주광역시,광산구,월곡산정로,,,,,,,,
천호한신아파트,134-03097,서울특별시 강동구 구천면로42길 16 (천호동，한신아파트),Y,2013.4.21,,서울특별시,강동구,구천면로42길,,,,,,,,
서신성원아파트,560-00789,전라북도 전주시 완산구 서신천변11길 22 (서신동),Y,2013.5.10,,전라북도,전주시,완산구,,,,,,,,
동광주택중마2차아파트,545-00024,전라남도 광양시 행정1길 9 (중동),Y,2011.4.1,,전라남도,광양시,행정1길,,,,,,,,
동광주택중마2차아파트,545-00010,전라남도 광양시 행정1길 9 (중동),Y,2010.5.27,,전라남도,광양시,행정1길,,,,,,,,
동광주택중마2차아파트,545-00021,전라남도 광양시 행정1길 9 (중동),Y,2010.5.18,,전라남도,광양시,행정1길,,,,,,,,
동광주택중마2차아파트,545-00016,전라남도 광양시 행정1길 9 (중동),Y,2012.2.25,,전라남도,광양시,행정1길,,,,,,,,
풍납현대리버빌1차아파트,138-03170,서울특별시 송파구 토성로 37 (풍납동，현대리버빌아파트),Y,2012.8.28,,서울특별시,송파구,토성로,,,,,,,,
대한동아침산2차무지개아파트,702-01514,대구광역시 북구 침산로21길 10 (침산동),Y,2012.6.24,,대구광역시,북구,침산로21길,,,,,,,,
기린봉아파트,560-00071,전라북도 전주시 완산구 견훤로 100 (중노송동，기린봉아파트),Y,2011.2.2,,전라북도,전주시,완산구,,,,,,,,
백암빌딩,140-00688,서울특별시 용산구 원효로58길 31 (신계동),Y,2010.8.27,,서울특별시,용산구,원효로58길,,,,,,,,
올림픽프라자상가,138-01974,서울특별시 송파구 양재대로 1222 (방이동),Y,2014.8.18,,서울특별시,송파구,양재대로,,,,,,,,
유성빌딩,140-00016,서울특별시 용산구 백범로 305 (효창동),Y,2013.6.9,,서울특별시,용산구,백범로,,,,,,,,
세림빌딩,140-00647,서울특별시 용산구 효창원로66길 2 (효창동),Y,2010.9.5,,서울특별시,용산구,효창원로66길,,,,,,,,
원광빌딩,140-00710,서울특별시 용산구 효창원로69길 15 (효창동),Y,2013.8.21,,서울특별시,용산구,효창원로69길,,,,,,,,
숙명여자대학교,140-01150,서울특별시 용산구 청파로47길 100 (청파동2가),Y,2014.6.12,,서울특별시,용산구,청파로47길,,,,,,,,
거여현대1차APT,138-01201,서울특별시 송파구 오금로54길 10 (거여동),Y,2012.6.30,,서울특별시,송파구,오금로54길,,,,,,,,
문정시영APT,138-01610,서울특별시 송파구 송이로31길 52 (문정동，문정시영아파트),Y,2013.10.30,,서울특별시,송파구,송이로31길,,,,,,,,
(주)대명레저산업,250-00232,강원도 홍천군 서면 한치골길 262 ,Y,2008.6.23,,강원도,홍천군,서면,,,,,,,,
(주)대명레저산업,250-00015,강원도 홍천군 서면 한치골길 262 ,Y,2008.1.30,,강원도,홍천군,서면,,,,,,,,
센트리아오피스텔,301-00489,대전광역시 중구 계백로 1719 (오류동),Y,2014.6.7,,대전광역시,중구,계백로,,,,,,,,
진천우방맨션,704-00199,"대구광역시 달서구 진천로4길 39 (진천동, 진천우방맨션)",Y,2016.7.6,,대구광역시,달서구,진천로4길,,,,,,,,
진천우방맨션,704-00199,"대구광역시 달서구 진천로4길 39 (진천동, 진천우방맨션)",Y,2016.7.8,,대구광역시,달서구,진천로4길,,,,,,,,
진천우방맨션,704-00199,"대구광역시 달서구 진천로4길 39 (진천동, 진천우방맨션)",Y,2016.7.15,,대구광역시,달서구,진천로4길,,,,,,,,
진천우방맨션,704-00201,"대구광역시 달서구 진천로4길 39 (진천동, 진천우방맨션)",Y,2016.5.23,,대구광역시,달서구,진천로4길,,,,,,,,
진천우방맨션,704-00199,"대구광역시 달서구 진천로4길 39 (진천동, 진천우방맨션)",Y,2015.7.12,,대구광역시,달서구,진천로4길,,,,,,,,
진천우방맨션,704-00203,"대구광역시 달서구 진천로4길 39 (진천동, 진천우방맨션)",Y,2011.11.18,,대구광역시,달서구,진천로4길,,,,,,,,
신내다우훼밀리아파트,131-00913,"서울특별시 중랑구 송림길 18 (신내동, 다우훼밀리아파트)",Y,2016.2.22,,서울특별시,중랑구,송림길,,,,,,,,
신내다우훼밀리아파트,131-00914,"서울특별시 중랑구 송림길 18 (신내동, 다우훼밀리아파트)",Y,2010.7.17,,서울특별시,중랑구,송림길,,,,,,,,
케이브모텔,245-00007,강원도 삼척시 척주로 6 (남양동),Y,2011.5.20,,강원도,삼척시,척주로,,,,,,,,
남양종합상가,245-00020,강원도 삼척시 진주로 24 (남양동),Y,2011.4.3,,강원도,삼척시,진주로,,,,,,,,
남양종합상가,245-00020,강원도 삼척시 진주로 24 (남양동),Y,2010.4.17,,강원도,삼척시,진주로,,,,,,,,
남양종합상가,245-00020,강원도 삼척시 진주로 24 (남양동),Y,2013.2.9,,강원도,삼척시,진주로,,,,,,,,
칠곡대백1차맨션,702-00091,"대구광역시 북구 관음로 24 (태전동, 칠곡대백맨션)",Y,2013.6.1,,대구광역시,북구,관음로,,,,,,,,
대림호텔,301-02604,대전광역시 중구 대종로505번길 50 (선화동),Y,2010.7.21,,대전광역시,중구,대종로505번길,,,,,,,,
은광빌딩,702-00871,대구광역시 북구 팔달로 175 (노원동3가),Y,2011.12.11,,대구광역시,북구,팔달로,,,,,,,,
계성빌딩,560-05043,전라북도 전주시 완산구 홍산로 246 (효자동2가),Y,2012.5.1,,전라북도,전주시,완산구,,,,,,,,
양지빌딩,540-00892,전라남도 순천시 동신흥6길 3 (남정동),Y,2011.4.23,,전라남도,순천시,동신흥6길,,,,,,,,
양지빌딩,134-00432,서울특별시 강동구 동남로 885 (명일동),Y,2012.10.15,,서울특별시,강동구,동남로,,,,,,,,
나주삼성아파트,520-00032,"전라남도 나주시 죽림길 71  (죽림동, 삼성아파트)",Y,2010.10.16,,전라남도,나주시,죽림길,,,,,,,,
나주삼성아파트,520-00032,"전라남도 나주시 죽림길 71  (죽림동, 삼성아파트)",Y,2010.10.8,,전라남도,나주시,죽림길,,,,,,,,
신한금융투자(주),555-00068,전라남도 여수시 시청로 6 (학동),Y,2011.11.28,,전라남도,여수시,시청로,,,,,,,,
선경3차아파트,550-00179,"전라남도 여수시 양지1길 5  (미평동, 선경3차아파트)",Y,2010.12.5,,전라남도,여수시,양지1길,,,,,,,,
한양성심의원,134-01106,서울특별시 강동구 천호대로 1471 (상일동),Y,2011.7.23,,서울특별시,강동구,천호대로,,,,,,,,
빛고을파크,502-00704,"광주광역시 서구 화정로 105  (쌍촌동, 빛고을파크)",Y,2014.12.7,,광주광역시,서구,화정로,,,,,,,,
중계롯데우성아파트,139-00049,서울특별시 노원구 노원로22길 34 (중계동),Y,2016.7.5,,서울특별시,노원구,노원로22길,,,,,,,,
중계롯데우성아파트,139-00043,서울특별시 노원구 노원로22길 34 (중계동),Y,2016.7.1,,서울특별시,노원구,노원로22길,,,,,,,,
중계롯데우성아파트,139-00043,서울특별시 노원구 노원로22길 34 (중계동),Y,2016.12.13,,서울특별시,노원구,노원로22길,,,,,,,,
청자빌딩,151-02722,서울특별시 관악구 신사로 90  (신림동),Y,2010.9.10,,서울특별시,관악구,신사로,,,,,,,,
삼진빌딩,143-00499,서울특별시 광진구 구의강변로 35 (구의동),Y,2012.6.4,,서울특별시,광진구,구의강변로,,,,,,,,
삼진빌딩,143-00500,서울특별시 광진구 구의강변로 35 (구의동),Y,2012.3.22,,서울특별시,광진구,구의강변로,,,,,,,,
당산동2가현대아파트,150-00108,서울특별시 영등포구 당산로 95 (당산동2가),Y,2014.10.31,,서울특별시,영등포구,당산로,,,,,,,,
삼양빌딩,142-00372,서울특별시 강북구 덕릉로 136 (번동),Y,2012.4.2,,서울특별시,강북구,덕릉로,,,,,,,,
한강우성아파트,143-00044,서울특별시 광진구 능동로1길 15 (자양동，한강우성아파트),Y,2011.10.13,,서울특별시,광진구,능동로1길,,,,,,,,
두림빌딩,151-00466,서울특별시 관악구 남부순환로 1648 (신림동),Y,2010.12.10,,서울특별시,관악구,남부순환로,,,,,,,,
신길우성3차아파트,150-05419,서울특별시 영등포구 대방천로14길 32 (신길동),Y,2010.12.31,,서울특별시,영등포구,대방천로14길,,,,,,,,
신길우성3차아파트,150-01533,서울특별시 영등포구 대방천로14길 32 (신길동),Y,2011.4.5,,서울특별시,영등포구,대방천로14길,,,,,,,,
세종오피스텔,151-02798,서울특별시 관악구 관악로13길 25  (봉천동),Y,2011.12.29,,서울특별시,관악구,관악로13길,,,,,,,,
현대패밀리명덕1차아파트,682-00277,울산광역시 동구 명덕로 30 (서부동),Y,2014.4.29,,울산광역시,동구,명덕로,,,,,,,,
현대패밀리명덕1차아파트,682-00294,울산광역시 동구 명덕로 30 (서부동),Y,2012.9.22,,울산광역시,동구,명덕로,,,,,,,,
수성빌딩,690-00617,"제주특별자치도 제주시 서광로 249 (삼도일동, 수성빌딩 )",Y,2012.5.4,,제주특별자치도,제주시,서광로,),,,,,,,
희마VIP맨션,681-00686,울산광역시 중구 신기12길 70 (태화동),Y,2008.2.9,,울산광역시,중구,신기12길,,,,,,,,
성원빌딩,701-00407,대구광역시 동구 아양로 200 (효목동),Y,2010.4.16,,대구광역시,동구,아양로,,,,,,,,
성원빌딩,701-00407,대구광역시 동구 아양로 200 (효목동),Y,2008.5.2,,대구광역시,동구,아양로,,,,,,,,
미도빌딩,700-00815,대구광역시 중구 국채보상로 582 (남일동),Y,2011.11.15,,대구광역시,중구,국채보상로,,,,,,,,
미도빌딩,700-00783,대구광역시 중구 국채보상로 582 (남일동),Y,2011.4.7,,대구광역시,중구,국채보상로,,,,,,,,
미도빌딩,700-00814,대구광역시 중구 국채보상로 582 (남일동),Y,2011.9.15,,대구광역시,중구,국채보상로,,,,,,,,
미도빌딩,700-00814,대구광역시 중구 국채보상로 582 (남일동),Y,2011.9.15,,대구광역시,중구,국채보상로,,,,,,,,
죽곡푸르지오2단지,711-01393,대구광역시 달성군 다사읍 대실역남로 93 ,Y,2016.5.17,,대구광역시,달성군,다사읍,,,,,,,,
죽곡푸르지오2단지,711-01395,대구광역시 달성군 다사읍 대실역남로 93 ,Y,2016.8.3,,대구광역시,달성군,다사읍,,,,,,,,
죽곡푸르지오2단지,711-01370,대구광역시 달성군 다사읍 대실역남로 93 ,Y,2015.5.20,,대구광역시,달성군,다사읍,,,,,,,,
죽곡푸르지오2단지,711-01379,대구광역시 달성군 다사읍 대실역남로 93 ,Y,2012.7.31,,대구광역시,달성군,다사읍,,,,,,,,
죽곡푸르지오2단지,711-01373,대구광역시 달성군 다사읍 대실역남로 93 ,Y,2014.6.18,,대구광역시,달성군,다사읍,,,,,,,,
죽곡푸르지오2단지,711-01373,대구광역시 달성군 다사읍 대실역남로 93 ,Y,2013.7.4,,대구광역시,달성군,다사읍,,,,,,,,
빌딩토미르,200-02808,강원도 춘천시 춘천로 180  (효자동),Y,2011.9.15,,강원도,춘천시,춘천로,,,,,,,,
한석타워,135-03349,서울특별시 강남구 강남대로 456 (역삼동),Y,2014.6.26,,서울특별시,강남구,강남대로,,,,,,,,
우산동동산아파트,506-00695,광주광역시 광산구 월곡산정로 20-49 (우산동),Y,2009.6.20,,광주광역시,광산구,월곡산정로,,,,,,,,
우산동동산아파트,506-00696,광주광역시 광산구 월곡산정로 20-49 (우산동),Y,2008.6.26,,광주광역시,광산구,월곡산정로,,,,,,,,
하남주공1차아파트,506-02714,광주광역시 광산구 월곡산정로 12 (우산동),Y,2011.4.30,,광주광역시,광산구,월곡산정로,,,,,,,,
역삼동상우빌딩,135-09060,서울특별시 강남구 테헤란로1길 17 (역삼동),Y,2015.8.26,,서울특별시,강남구,테헤란로1길,,,,,,,,
동진빌딩,701-00406,대구광역시 동구 아양로 46 (신암동),Y,2008.9.12,,대구광역시,동구,아양로,,,,,,,,
남운학성타운,681-02016,울산광역시 중구 학성4길 61 (학성동),Y,2012.5.15,,울산광역시,중구,학성4길,,,,,,,,
남운학성타운,681-00471,울산광역시 중구 학성4길 61 (학성동),Y,2010.6.14,,울산광역시,중구,학성4길,,,,,,,,
남운학성타운,681-00468,울산광역시 중구 학성4길 61 (학성동),Y,2009.10.14,,울산광역시,중구,학성4길,,,,,,,,
남운학성타운,681-00475,울산광역시 중구 학성4길 61 (학성동),Y,2009.10.11,,울산광역시,중구,학성4길,,,,,,,,
남운학성타운,681-00468,울산광역시 중구 학성4길 61 (학성동),Y,2009.10.10,,울산광역시,중구,학성4길,,,,,,,,
남운학성타운,681-00476,울산광역시 중구 학성4길 61 (학성동),Y,2008.2.10,,울산광역시,중구,학성4길,,,,,,,,
노형영진1차아파트,690-00210,"제주특별자치도 제주시 정존13길 23 (노형동, 노형영진아파트)",Y,2014.8.6,,제주특별자치도,제주시,정존13길,,,,,,,,
노형영진1차아파트,690-00210,"제주특별자치도 제주시 정존13길 23 (노형동, 노형영진아파트)",Y,2014.8.6,,제주특별자치도,제주시,정존13길,,,,,,,,
형제갈비,120-01770,서울특별시 서대문구 명물1길 2 (창천동),Y,2011.5.6,,서울특별시,서대문구,명물1길,,,,,,,,
거촌빌딩,120-00089,서울특별시 서대문구 신촌로 67 (창천동),Y,2014.10.23,,서울특별시,서대문구,신촌로,,,,,,,,
대양나이스빌2차,407-01763,인천광역시 계양구 장제로 758 (계산동),Y,2011.1.12,,인천광역시,계양구,장제로,,,,,,,,
동우아파트상가,330-00835,충청남도 천안시 동남구 목천읍 신계1길 41 ,Y,2010.7.25,,충청남도,천안시,동남구,,,,,,,,
일성빌딩,718-00207,경상북도 칠곡군 왜관읍 관문로 46 ,Y,2010.10.16,,경상북도,칠곡군,왜관읍,,,,,,,,
증하오피스텔,791-00991,경상북도 포항시 북구 중앙로308번길 12-7 (여천동),Y,2013.4.23,,경상북도,포항시,북구,,,,,,,,
맘모스빌딩(JC엔터테인먼트),407-01522,인천광역시 계양구 도두리로 14 (작전동),Y,2012.7.1,,인천광역시,계양구,도두리로,,,,,,,,
낙성대현대홈타운,151-01384,서울특별시 관악구 솔밭로7길 16 (봉천동),Y,2014.10.29,,서울특별시,관악구,솔밭로7길,,,,,,,,
낙성대현대홈타운,151-01377,서울특별시 관악구 솔밭로7길 16 (봉천동),Y,2011.4.7,,서울특별시,관악구,솔밭로7길,,,,,,,,
답십리대우아파트(임대),130-01297,서울특별시 동대문구 답십리로41길 7 (답십리동),Y,2014.8.17,,서울특별시,동대문구,답십리로41길,,,,,,,,
답십리대우아파트(임대),130-01296,서울특별시 동대문구 답십리로41길 7 (답십리동),Y,2014.6.27,,서울특별시,동대문구,답십리로41길,,,,,,,,
답십리대우아파트(임대),130-01296,서울특별시 동대문구 답십리로41길 7 (답십리동),Y,2014.8.7,,서울특별시,동대문구,답십리로41길,,,,,,,,
핑크모텔,402-01383,인천광역시 남구 석바위로 77-11  (주안동),Y,2012.5.1,,인천광역시,남구,석바위로,,,,,,,,
그랜드빌딩,621-02016,경상남도 김해시 함박로119번길 17 (외동),Y,2013.11.27,,경상남도,김해시,함박로119번길,,,,,,,,
다선빌딩,331-00683,충청남도 천안시 서북구 충무로 205 (쌍용동),Y,2011.1.17,,충청남도,천안시,서북구,,,,,,,,
다선빌딩,331-00682,충청남도 천안시 서북구 충무로 205 (쌍용동),Y,2011.1.13,,충청남도,천안시,서북구,,,,,,,,
다선빌딩,331-00683,충청남도 천안시 서북구 충무로 205 (쌍용동),Y,2010.6.18,,충청남도,천안시,서북구,,,,,,,,
다선빌딩,331-00682,충청남도 천안시 서북구 충무로 205 (쌍용동),Y,2010.6.18,,충청남도,천안시,서북구,,,,,,,,
다선빌딩,331-00682,충청남도 천안시 서북구 충무로 205 (쌍용동),Y,2010.6.11,,충청남도,천안시,서북구,,,,,,,,
다선빌딩,331-00682,충청남도 천안시 서북구 충무로 205 (쌍용동),Y,2011.1.25,,충청남도,천안시,서북구,,,,,,,,
정경화상가,690-01587,"제주특별자치도 제주시 중앙로 319 (이도이동, 정경화상가)",Y,2010.5.8,,제주특별자치도,제주시,중앙로,,,,,,,,
평화주공그린타운2단지,560-02981,전라북도 전주시 완산구 평화로 100 (평화동2가),Y,2012.8.29,,전라북도,전주시,완산구,,,,,,,,
평화주공그린타운2단지,560-02984,전라북도 전주시 완산구 평화로 100 (평화동2가),Y,2012.8.5,,전라북도,전주시,완산구,,,,,,,,
평화주공그린타운2단지,560-03000,전라북도 전주시 완산구 평화로 100 (평화동2가),Y,2012.11.30,,전라북도,전주시,완산구,,,,,,,,
평화주공그린타운2단지,560-02977,전라북도 전주시 완산구 평화로 100 (평화동2가),Y,2011.6.2,,전라북도,전주시,완산구,,,,,,,,
와우관광호텔,621-04876,"경상남도 김해시 진영읍 김해대로 780 ( 설창리, 와우관광호텔 )",Y,2013.6.8,,경상남도,김해시,진영읍,"설창리,",와우관광호텔,),,,,,
리치프라자,331-01002,충청남도 천안시 서북구 성정공원5로 24-10  (성정동),Y,2014.1.25,,충청남도,천안시,서북구,,,,,,,,
리치프라자,331-01002,충청남도 천안시 서북구 성정공원5로 24-10  (성정동),Y,2013.5.21,,충청남도,천안시,서북구,,,,,,,,
리치프라자,331-01001,충청남도 천안시 서북구 성정공원5로 24-10  (성정동),Y,2012.2.25,,충청남도,천안시,서북구,,,,,,,,
로얄아파트,100-03954,서울특별시 중구 난계로13길 36 (황학동),Y,2012.10.26,,서울특별시,중구,난계로13길,,,,,,,,
대영프라자,302-04277,대전광역시 서구 둔산북로 36 (둔산동),Y,2015.2.14,,대전광역시,서구,둔산북로,,,,,,,,
대영프라자,302-04277,대전광역시 서구 둔산북로 36 (둔산동),Y,2011.5.15,,대전광역시,서구,둔산북로,,,,,,,,
재우프라자,407-01766,인천광역시 계양구 효서로 144 (효성동),Y,2011.6.16,,인천광역시,계양구,효서로,,,,,,,,
임광관악파크아파트,151-02049,"서울특별시 관악구 난곡로 167 (신림동, 임광관악파크아파트)",Y,2011.5.26,,서울특별시,관악구,난곡로,,,,,,,,
청량리현대코아동관상가,130-00670,서울특별시 동대문구 왕산로37길 27 (청량리동),Y,2010.8.6,,서울특별시,동대문구,왕산로37길,,,,,,,,
청량리현대코아동관상가,130-00693,서울특별시 동대문구 왕산로37길 27 (청량리동),Y,2012.3.25,,서울특별시,동대문구,왕산로37길,,,,,,,,
광양성호1차아파트,545-00323,"전라남도 광양시 광장로 112-20  (중동, 성호1차아파트)",Y,2017.4.7,,전라남도,광양시,광장로,,,,,,,,
광양성호1차아파트,545-00322,"전라남도 광양시 광장로 112-20  (중동, 성호1차아파트)",Y,2017.6.22,,전라남도,광양시,광장로,,,,,,,,
광양성호1차아파트,545-00323,"전라남도 광양시 광장로 112-20  (중동, 성호1차아파트)",Y,2011.8.12,,전라남도,광양시,광장로,,,,,,,,
도카드동화(주),331-03198,충청남도 천안시 서북구 성환읍 대홍1길 40 ,Y,2008.5.19,,충청남도,천안시,서북구,,,,,,,,
법조타운,501-00956,광주광역시 동구 동명로 110 (지산동),Y,2010.11.11,,광주광역시,동구,동명로,,,,,,,,
(주)신세계 백화점 강남점,137-04304,서울특별시 서초구 신반포로 176 (반포동),Y,2014.12.2,,서울특별시,서초구,신반포로,,,,,,,,
지오플레이스,614-01975,부산광역시 부산진구 동천로 4 (전포동),Y,2008.6.23,,부산광역시,부산진구,동천로,,,,,,,,
지오플레이스,614-01975,부산광역시 부산진구 동천로 4 (전포동),Y,2008.5.25,,부산광역시,부산진구,동천로,,,,,,,,
동서골프프라자,140-01361,서울특별시 용산구 청파로 312 (청파동1가),Y,2012.5.27,,서울특별시,용산구,청파로,,,,,,,,
화수영풍아파트,401-00181,인천광역시 동구 화도진로 132 (화수동),Y,2011.1.22,,인천광역시,동구,화도진로,,,,,,,,
익산목천한스빌관리소,570-01234,전라북도 익산시 목천로 30-14 (목천동),Y,2012.9.26,,전라북도,익산시,목천로,,,,,,,,
익산목천한스빌관리소,570-01234,전라북도 익산시 목천로 30-14 (목천동),Y,2011.6.23,,전라북도,익산시,목천로,,,,,,,,
성원빌딩,441-01714,경기도 수원시 권선구 일월천로4번길 67 (구운동),Y,2010.1.7,,경기도,수원시,권선구,,,,,,,,
숙원빌딩,302-04003,대전광역시 서구 월평중로 13 (월평동),Y,2011.7.16,,대전광역시,서구,월평중로,,,,,,,,
현대대륙아파트,680-03387,울산광역시 남구 거마로 22 (옥동),Y,2015.9.16,,울산광역시,남구,거마로,,,,,,,,
창성빌딩,702-02624,대구광역시 북구 호국로 245 (서변동),Y,2013.1.25,,대구광역시,북구,호국로,,,,,,,,
서산청구제네스,356-00587,충청남도 서산시 인지면 둔당로 105-9 (서산청구제네스),Y,,,충청남도,서산시,인지면,,,,,,,,
남항동메디칼타운,606-00561,부산광역시 영도구 절영로 58 (남항동2가),Y,2008.5.16,,부산광역시,영도구,절영로,,,,,,,,
옥수하이츠아파트제2관리사무소,133-00664,"서울특별시 성동구 한림말길 50  (옥수동, 옥수하이츠아파트)",Y,2014.7.23,,서울특별시,성동구,한림말길,,,,,,,,
영우냉동식품(주),590-00377,전라북도 남원시 인월면 천왕봉로 135-53 (상우리),Y,2013.1.19,,전라북도,남원시,인월면,,,,,,,,
정현빌딩,407-01566,인천광역시 계양구 장제로 797 (계산동),Y,2010.8.16,,인천광역시,계양구,장제로,,,,,,,,
대승스카이빌아파트,361-02022,충청북도 청주시 서원구 안뜸로12번길 13 (분평동),Y,2013.10.23,,충청북도,청주시,서원구,,,,,,,,
천호동삼성APT (제2관리사무소),134-00324,서울특별시 강동구 성안로25길 15 (천호동，삼성아파트),Y,2012.10.13,,서울특별시,강동구,성안로25길,,,,,,,,
천호동삼성APT (제2관리사무소),134-00323,서울특별시 강동구 성안로25길 15 (천호동，삼성아파트),Y,2013.1.9,,서울특별시,강동구,성안로25길,,,,,,,,
천호동삼성APT (제2관리사무소),134-00324,서울특별시 강동구 성안로25길 15 (천호동，삼성아파트),Y,2013.3.28,,서울특별시,강동구,성안로25길,,,,,,,,
천호동삼성APT (제2관리사무소),134-00324,서울특별시 강동구 성안로25길 15 (천호동，삼성아파트),Y,2013.1.1,,서울특별시,강동구,성안로25길,,,,,,,,
천호동삼성APT (제2관리사무소),134-00322,서울특별시 강동구 성안로25길 15 (천호동，삼성아파트),Y,2013.2.4,,서울특별시,강동구,성안로25길,,,,,,,,
천호동삼성APT (제2관리사무소),134-00323,서울특별시 강동구 성안로25길 15 (천호동，삼성아파트),Y,2013.5.7,,서울특별시,강동구,성안로25길,,,,,,,,
군산대학교해양과학대학,573-01242,전라북도 군산시 대학로 558 (미룡동),Y,2013.6.18,,전라북도,군산시,대학로,,,,,,,,
연세대학교 상남경영관,120-01033,서울특별시 서대문구 연세로 50 (신촌동),Y,2012.5.12,,서울특별시,서대문구,연세로,,,,,,,,
꿈의궁전,343-00187,"충청남도 당진시 송악읍 반촌로 50 , 기지시리 228-6 꿈의궁전모텔 ",Y,2013.11.3,,충청남도,당진시,송악읍,기지시리,228-6,꿈의궁전모텔,,,,,
케이티앤지서울사옥,135-13078,서울특별시 강남구 영동대로 416 (대치동),Y,2013.5.27,,서울특별시,강남구,영동대로,,,,,,,,
케이티앤지서울사옥,135-13254,서울특별시 강남구 영동대로 416 (대치동),Y,2011.9.15,,서울특별시,강남구,영동대로,,,,,,,,
남가좌현대아파트,120-00980,서울특별시 서대문구 가재울로 45 (남가좌동),Y,2012.10.7,,서울특별시,서대문구,가재울로,,,,,,,,
오산운암4단지아파트,447-00650,경기도 오산시 운암로 45 (오산동),Y,2015.5.29,,경기도,오산시,운암로,,,,,,,,
삼도1차아파트(101동),158-01836,서울특별시 양천구 남부순환로 591 (신월동),Y,2012.3.23,,서울특별시,양천구,남부순환로,,,,,,,,
크라운빌아파트,121-01657,서울특별시 마포구 희우정로 120 (망원동),Y,2014.9.27,,서울특별시,마포구,희우정로,,,,,,,,
서창태평2차아파트,405-01053,인천광역시 남동구 장아산로 181 (서창동，태평아파트),Y,2010.1.1,,인천광역시,남동구,장아산로,,,,,,,,
경산태왕드림하이츠,712-01104,경상북도 경산시 삼풍로 13-7 (삼풍동，태왕드림하이츠),Y,2012.10.31,,경상북도,경산시,삼풍로,,,,,,,,
온누리사랑의교회,403-00414,인천광역시 부평구 수변로10번길 5 (부개동),Y,2015.5.17,,인천광역시,부평구,수변로10번길,,,,,,,,
부영그린타운2단지아파트,472-01628,"경기도 남양주시 도농로 34 (도농동, 부영그린타운)",Y,2015.9.9,,경기도,남양주시,도농로,,,,,,,,
신정5차현대아파트,158-01477,서울특별시 양천구 신정로 300 (신정동),Y,2014.7.16,,서울특별시,양천구,신정로,,,,,,,,
신정5차현대아파트,158-01489,서울특별시 양천구 신정로 300 (신정동),Y,2014.10.4,,서울특별시,양천구,신정로,,,,,,,,
신정5차현대아파트,158-01489,서울특별시 양천구 신정로 300 (신정동),Y,2010.7.3,,서울특별시,양천구,신정로,,,,,,,,
신정5차현대아파트,158-01486,서울특별시 양천구 신정로 300 (신정동),Y,2010.12.1,,서울특별시,양천구,신정로,,,,,,,,
신정5차현대아파트,158-01491,서울특별시 양천구 신정로 300 (신정동),Y,2014.4.5,,서울특별시,양천구,신정로,,,,,,,,
신정5차현대아파트,158-01479,서울특별시 양천구 신정로 300 (신정동),Y,2012.10.16,,서울특별시,양천구,신정로,,,,,,,,
신정5차현대아파트,158-01479,서울특별시 양천구 신정로 300 (신정동),Y,2012.10.16,,서울특별시,양천구,신정로,,,,,,,,
신정5차현대아파트,158-01478,서울특별시 양천구 신정로 300 (신정동),Y,2011.3.29,,서울특별시,양천구,신정로,,,,,,,,
신정5차현대아파트,158-01479,서울특별시 양천구 신정로 300 (신정동),Y,2011.4.2,,서울특별시,양천구,신정로,,,,,,,,
신정5차현대아파트,158-01481,서울특별시 양천구 신정로 300 (신정동),Y,2011.8.12,,서울특별시,양천구,신정로,,,,,,,,
신정5차현대아파트,158-01490,서울특별시 양천구 신정로 300 (신정동),Y,2009.2.20,,서울특별시,양천구,신정로,,,,,,,,
신정5차현대아파트,158-01490,서울특별시 양천구 신정로 300 (신정동),Y,2009.7.31,,서울특별시,양천구,신정로,,,,,,,,
신정5차현대아파트,158-01490,서울특별시 양천구 신정로 300 (신정동),Y,2009.2.16,,서울특별시,양천구,신정로,,,,,,,,
신정5차현대아파트,158-01490,서울특별시 양천구 신정로 300 (신정동),Y,2009.6.6,,서울특별시,양천구,신정로,,,,,,,,
